# assembly_accession	refseq_category	taxid	organism_name	infraspecific_name	assembly_level	seq_rel_date	ftp_path	strain_name	assembly_level_int	refseq_category_int
GCF_900012635.1	na	54262	Thermococcus chitonophagus		Complete Genome	2016/04/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/012/635/GCF_900012635.1_Pyrococcus_chitonophagus_genome_sequence	Thermococcus chitonophagus	4	0
GCF_002214605.1	na	54262	Thermococcus chitonophagus	GC74	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/605/GCF_002214605.1_ASM221460v1	Thermococcus chitonophagus GC74	4	0
GCF_000265525.1	representative genome	163003	Thermococcus cleftensis	CL1	Complete Genome	2012/06/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/525/GCF_000265525.1_ASM26552v1	Thermococcus cleftensis CL1	4	1
GCF_000769655.1	representative genome	1505907	Thermococcus eurythermalis	A501	Complete Genome	2014/10/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/769/655/GCF_000769655.1_ASM76965v1	Thermococcus eurythermalis A501	4	1
GCF_000022365.1	na	593117	Thermococcus gammatolerans EJ3	EJ3; DSM 15229	Complete Genome	2009/06/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/365/GCF_000022365.1_ASM2236v1	Thermococcus gammatolerans EJ3 EJ3; DSM 15229	4	0
GCF_002214385.1	representative genome	71997	Thermococcus gorgonarius	W-12	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/385/GCF_002214385.1_ASM221438v1	Thermococcus gorgonarius W-12	4	1
GCF_000816105.1	representative genome	1432656	Thermococcus guaymasensis DSM 11113	DSM 11113	Complete Genome	2015/01/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/105/GCF_000816105.1_ASM81610v1	Thermococcus guaymasensis DSM 11113	4	1
GCF_000009965.1	representative genome	69014	Thermococcus kodakarensis KOD1	KOD1	Complete Genome	2005/01/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/965/GCF_000009965.1_ASM996v1	Thermococcus kodakarensis KOD1	4	1
GCF_900064395.1	na	2265	Thermococcus litoralis		Contig	2016/09/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/064/395/GCF_900064395.1_ASM90006439v1	Thermococcus litoralis	1	0
GCF_000246985.2	representative genome	523849	Thermococcus litoralis DSM 5473	DSM 5473	Complete Genome	2013/08/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/985/GCF_000246985.2_ASM24698v3	Thermococcus litoralis DSM 5473	4	1
GCF_000585495.1	representative genome	195522	Thermococcus nautili	30-1	Complete Genome	2014/03/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/495/GCF_000585495.1_ASM58549v1	Thermococcus nautili 30-1	4	1
GCF_000018365.1	representative genome	523850	Thermococcus onnurineus NA1	NA1	Complete Genome	2008/11/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/365/GCF_000018365.1_ASM1836v1	Thermococcus onnurineus NA1	4	1
GCF_002214485.1	representative genome	71998	Thermococcus pacificus	P-4	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/485/GCF_002214485.1_ASM221448v1	Thermococcus pacificus P-4	4	1
GCF_000517445.1	representative genome	582419	Thermococcus paralvinellae	ES1	Complete Genome	2014/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/445/GCF_000517445.1_ASM51744v1	Thermococcus paralvinellae ES1	4	1
GCF_001592435.1	na	53952	Thermococcus peptonophilus	OG-1	Complete Genome	2016/03/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/592/435/GCF_001592435.1_ASM159243v1	Thermococcus peptonophilus OG-1	4	0
GCF_001647085.1	representative genome	1712654	Thermococcus piezophilus	CDGS	Complete Genome	2016/05/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/085/GCF_001647085.1_ASM164708v1	Thermococcus piezophilus CDGS	4	1
GCF_002214585.1	representative genome	49899	Thermococcus profundus	DT 5432	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/585/GCF_002214585.1_ASM221458v1	Thermococcus profundus DT 5432	4	1
GCF_002214565.1	na	187880	Thermococcus radiotolerans	EJ2	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/565/GCF_002214565.1_ASM221456v1	Thermococcus radiotolerans EJ2	4	0
GCF_000022545.1	representative genome	604354	Thermococcus sibiricus MM 739	MM 739	Complete Genome	2009/06/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/545/GCF_000022545.1_ASM2254v1	Thermococcus sibiricus MM 739	4	1
GCF_002214505.1	representative genome	72803	Thermococcus siculi	RG-20	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/505/GCF_002214505.1_ASM221450v1	Thermococcus siculi RG-20	4	1
GCF_001484685.1	na	1674923	Thermococcus sp. 2319x1	2319x1	Complete Genome	2016/01/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/685/GCF_001484685.1_ASM148468v1	Thermococcus sp. 2319x1	4	0
GCF_000221185.1	na	1042877	Thermococcus sp. 4557	4557	Complete Genome	2011/07/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/185/GCF_000221185.1_ASM22118v1	Thermococcus sp. 4557	4	0
GCF_002197185.1	na	2008440	Thermococcus sp. 5-4	5-4	Complete Genome	2017/06/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/185/GCF_002197185.1_ASM219718v1	Thermococcus sp. 5-4	4	0
GCF_000151205.2	na	246969	Thermococcus sp. AM4	AM4	Complete Genome	2011/09/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/205/GCF_000151205.2_ASM15120v2	Thermococcus sp. AM4	4	0
GCF_001317345.1	na	1591054	Thermococcus sp. EP1	EP1	Contig	2015/10/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/317/345/GCF_001317345.1_ASM131734v1	Thermococcus sp. EP1	1	0
GCF_900198835.1	na	2016361	Thermococcus sp. EXT12c	EXT12c	Complete Genome	2017/10/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/198/835/GCF_900198835.1_chr_EXT12c	Thermococcus sp. EXT12c	4	0
GCF_002214525.1	na	122420	Thermococcus sp. P6	P6	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/525/GCF_002214525.1_ASM221452v1	Thermococcus sp. P6	4	0
GCF_000430485.1	na	913025	Thermococcus sp. PK	PK	Scaffold	2013/07/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/485/GCF_000430485.1_ASM43048v1	Thermococcus sp. PK	2	0
GCF_001418715.1	na	277988	Thermococcus thioreducens	DSM 14981	Contig	2015/10/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/418/715/GCF_001418715.1_ASM141871v1	Thermococcus thioreducens DSM 14981	1	0
GCF_900109425.1	na	277988	Thermococcus thioreducens	OGL-20	Scaffold	2016/10/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/425/GCF_900109425.1_IMG-taxon_2654588132_annotated_assembly	Thermococcus thioreducens OGL-20	2	0
GCF_002214545.1	representative genome	277988	Thermococcus thioreducens	OGL-20P	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/545/GCF_002214545.1_ASM221454v1	Thermococcus thioreducens OGL-20P	4	1
GCF_000258515.1	representative genome	1151117	Thermococcus zilligii AN1	AN1	Contig	2012/04/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/515/GCF_000258515.1_TheZil1.0	Thermococcus zilligii AN1	1	1
GCF_000446015.1	na	1365176	Thermofilum adornatus		Complete Genome	2013/08/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/446/015/GCF_000446015.1_ASM44601v1	Thermofilum adornatus	4	0
GCF_000813245.1	na	697581	Thermofilum carboxyditrophus 1505	1505	Complete Genome	2015/01/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/813/245/GCF_000813245.1_ASM81324v1	Thermofilum carboxyditrophus 1505	4	0
GCF_000015225.1	na	368408	Thermofilum pendens Hrk 5	Hrk 5	Complete Genome	2006/12/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/225/GCF_000015225.1_ASM1522v1	Thermofilum pendens Hrk 5	4	0
GCF_000993805.1	na	1550241	Thermofilum uzonense	1807-2	Complete Genome	2015/05/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/993/805/GCF_000993805.1_ASM99380v1	Thermofilum uzonense 1807-2	4	0
GCF_000264495.1	representative genome	1184251	Thermogladius calderae 1633	1633	Complete Genome	2012/05/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/495/GCF_000264495.1_ASM26449v1	Thermogladius calderae 1633	4	1
GCF_000195915.1	representative genome	273075	Thermoplasma acidophilum DSM 1728	DSM 1728	Complete Genome	2003/05/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/915/GCF_000195915.1_ASM19591v1	Thermoplasma acidophilum DSM 1728	4	1
GCF_000011185.1	representative genome	273116	Thermoplasma volcanium GSS1	GSS1	Complete Genome	2004/05/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/185/GCF_000011185.1_ASM1118v1	Thermoplasma volcanium GSS1	4	1
GCF_000350305.1	representative genome	1054217	Thermoplasmatales archaeon BRNA1	BRNA1	Complete Genome	2013/04/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/305/GCF_000350305.1_ASM35030v1	Thermoplasmatales archaeon BRNA1	4	1
GCF_002077075.2	na	1650659	Thermoproteus sp. CP80	CP80	Scaffold	2018/01/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/075/GCF_002077075.2_ASM207707v2	Thermoproteus sp. CP80	2	0
GCF_000253055.1	na	768679	Thermoproteus tenax Kra 1	Kra 1	Complete Genome	2011/10/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/055/GCF_000253055.1_ASM25305v1	Thermoproteus tenax Kra 1	4	0
GCF_000193375.1	na	999630	Thermoproteus uzoniensis 768-20	768-20	Complete Genome	2011/03/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/375/GCF_000193375.1_ASM19337v1	Thermoproteus uzoniensis 768-20	4	0
GCF_000092185.1	na	633148	Thermosphaera aggregans DSM 11486	DSM 11486	Complete Genome	2010/05/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/185/GCF_000092185.1_ASM9218v1	Thermosphaera aggregans DSM 11486	4	0
GCF_000148385.1	na	572478	Vulcanisaeta distributa DSM 14429	DSM 14429	Complete Genome	2010/09/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/385/GCF_000148385.1_ASM14838v1	Vulcanisaeta distributa DSM 14429	4	0
GCF_000190315.1	representative genome	985053	Vulcanisaeta moutnovskia 768-28	768-28	Complete Genome	2011/02/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/315/GCF_000190315.1_ASM19031v1	Vulcanisaeta moutnovskia 768-28	4	1
GCF_002078205.2	na	1650660	Vulcanisaeta sp. EB80	EB80	Contig	2018/01/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/205/GCF_002078205.2_ASM207820v2	Vulcanisaeta sp. EB80	1	0
GCF_001748385.1	representative genome	867917	Vulcanisaeta thermophila	CBA1501	Contig	2016/07/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/748/385/GCF_001748385.1_ASM174838v1	Vulcanisaeta thermophila CBA1501	1	1
GCF_000447865.2	representative genome	1071085	haloarchaeon 3A1_DGR	3A1_DGR	Scaffold	2014/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/447/865/GCF_000447865.2_ASM44786v2	haloarchaeon 3A1_DGR	2	1
GCF_000224475.1	representative genome	756883	halophilic archaeon DL31	DL31	Complete Genome	2011/08/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/475/GCF_000224475.1_ASM22447v1	halophilic archaeon DL31	4	1
GCF_002788215.1	na	758602	halophilic archaeon True-ADL	True-ADL	Complete Genome	2017/11/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/788/215/GCF_002788215.1_ASM278821v1	halophilic archaeon True-ADL	4	0
GCF_001560915.1	representative genome	1495144	methanogenic archaeon ISO4-H5	ISO4-H5	Complete Genome	2016/02/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/915/GCF_001560915.1_ASM156091v1	methanogenic archaeon ISO4-H5	4	1
